2025-02-09 09:15:13,431 [INFO] Pobieranie par dla BinanceExchange
2025-02-09 09:16:10,353 [ERROR] Kucoin get_price error for SHI-BUSDC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,369 [ERROR] Kucoin get_price error for LIN-AUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,372 [ERROR] Kucoin get_price error for SOL-VUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,393 [ERROR] Kucoin get_price error for ALP-HABTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,398 [ERROR] Kucoin get_price error for MOV-RUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,409 [ERROR] Kucoin get_price error for ALI-CEUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,414 [ERROR] Kucoin get_price error for ATO-METH: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,421 [ERROR] Kucoin get_price error for COM-BOUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,426 [ERROR] Kucoin get_price error for PIX-ELUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,434 [ERROR] Kucoin get_price error for OMN-IUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,439 [ERROR] Kucoin get_price error for HBA-RUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,473 [ERROR] Kucoin get_price error for SCR-TUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,479 [ERROR] Kucoin get_price error for IOS-TUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,485 [ERROR] Kucoin get_price error for USD-CEUR: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,505 [ERROR] Kucoin get_price error for AVA-XUSDC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,540 [ERROR] Kucoin get_price error for AUC-TIONUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,560 [ERROR] Kucoin get_price error for STR-AXUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,568 [ERROR] Kucoin get_price error for VOX-ELUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,575 [ERROR] Kucoin get_price error for TFU-ELBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,602 [ERROR] Kucoin get_price error for COT-IUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,607 [ERROR] Kucoin get_price error for PEO-PLEUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,611 [ERROR] Kucoin get_price error for GLM-RBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,617 [ERROR] Kucoin get_price error for PAX-GUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,623 [ERROR] Kucoin get_price error for AAV-EBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,629 [ERROR] Kucoin get_price error for SHI-BDOGE: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,639 [ERROR] Kucoin get_price error for COO-KIEUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,644 [ERROR] Kucoin get_price error for PER-PBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,649 [ERROR] Kucoin get_price error for ALG-OBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,654 [ERROR] Kucoin get_price error for LQT-YUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,658 [ERROR] Kucoin get_price error for PRO-MUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,662 [ERROR] Kucoin get_price error for CYB-ERUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,680 [ERROR] Kucoin get_price error for LUM-IAUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,688 [ERROR] Kucoin get_price error for VTH-OUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,693 [ERROR] Kucoin get_price error for ALI-CEBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,696 [ERROR] Kucoin get_price error for GUS-DT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,709 [ERROR] Kucoin get_price error for PAX-GBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,717 [ERROR] Kucoin get_price error for LIS-TAUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,723 [ERROR] Kucoin get_price error for DUS-DT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,741 [ERROR] Kucoin get_price error for MAN-AUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,745 [ERROR] Kucoin get_price error for LUN-AUSDC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,783 [ERROR] Kucoin get_price error for RUN-EBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,796 [ERROR] Kucoin get_price error for HAR-DUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,801 [ERROR] Kucoin get_price error for BIC-OUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,869 [ERROR] Kucoin get_price error for MEU-SDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,877 [ERROR] Kucoin get_price error for IDU-SDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,880 [ERROR] Kucoin get_price error for IOT-ABTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,883 [ERROR] Kucoin get_price error for OMU-SDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,953 [ERROR] Kucoin get_price error for AIX-BTUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,969 [ERROR] Kucoin get_price error for BON-KUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,986 [ERROR] Kucoin get_price error for OMB-TC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:10,993 [ERROR] Kucoin get_price error for TFU-ELUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,003 [ERROR] Kucoin get_price error for ARU-SDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,009 [ERROR] Kucoin get_price error for HIF-IUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,026 [ERROR] Kucoin get_price error for PEN-GUUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,031 [ERROR] Kucoin get_price error for FLO-WUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,038 [ERROR] Kucoin get_price error for TUS-DT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,064 [ERROR] Kucoin get_price error for NEA-RBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,071 [ERROR] Kucoin get_price error for MAN-TAUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,076 [ERROR] Kucoin get_price error for VAN-AUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,090 [ERROR] Kucoin get_price error for STO-RJUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,134 [ERROR] Kucoin get_price error for KAV-AUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,142 [ERROR] Kucoin get_price error for LUN-CUSDC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,150 [ERROR] Kucoin get_price error for JAS-MYUSDC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,157 [ERROR] Kucoin get_price error for WBT-CUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,170 [ERROR] Kucoin get_price error for NTR-NUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,180 [ERROR] Kucoin get_price error for AVA-XBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,185 [ERROR] Kucoin get_price error for ARP-AUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,190 [ERROR] Kucoin get_price error for API-3USDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,195 [ERROR] Kucoin get_price error for MET-ISUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,201 [ERROR] Kucoin get_price error for 1IN-CHUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,205 [ERROR] Kucoin get_price error for NEI-ROUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,218 [ERROR] Kucoin get_price error for DEN-TUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,229 [ERROR] Kucoin get_price error for MOV-EUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,236 [ERROR] Kucoin get_price error for VAN-RYUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,247 [ERROR] Kucoin get_price error for DEX-EUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,276 [ERROR] Kucoin get_price error for IOT-XUSDT: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
2025-02-09 09:16:11,285 [ERROR] Kucoin get_price error for DAS-HBTC: 'NoneType' object has no attribute 'get'
Traceback (most recent call last):
  File "/workspaces/Arbitrage/exchanges/kucoin.py", line 40, in get_price
    price_str = data.get("data", {}).get("price", "0")
                ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: 'NoneType' object has no attribute 'get'
